ARTICULO;DESCRIPCION;PROVEEDOR;NOMBRE;STOCK;IMPORTE
1YG;HILO NYLON ROJO 4mm/200mt.;1YG;PAMPILLON CORDELERIAS, S.L.;1;9,5
1YH;HILO NYLON ROJO 4mm/200mt.;1YH;PAMPILLON CORDELERIAS, S.L.;2;9,5
1YI;PAPEL HIG.EXTRA MAXI 6R=18Roll;1YI;MERCASH SAR, S. L.;13;5,91
1YK;ZUMO PI¥A-MANZ-UVA 12XLT;1YK;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;9;10
1YK;ZUMO PI¥A-MANZ-UVA 12XLT;1YK;PONTEVICUS, S. L.;2;7,44
1YL;ESTACHA P.STEEL TRNZ.60mm/100m;1YL;PAMPILLON CORDELERIAS, S.L.;1;3,6
1YO;CUCHILLO CHULETERO Ref/100400;1YO;MAFERGA, S.A.;12;1,89
1YP;ALAMBRE 1.2X7H INX AISI 316;1YP;ENA-EFCT.NAVALES del ATLANTICO SL;20;59,8
1YQ;SALSA GAUCHA YBARRA 300ML;1YQ;PONTEVICUS, S. L.;11;1,58
1YS;MERMELADA PI¥A L.V.FABR. 280GR;1YS;PONTEVICUS, S. L.;24;1,79
1YU;AGUJA REDES CAIRO N§300;1YU;EF.NAVALES JESUS BETANZOS, SL;50;1,26
1YV;PINZA MULTIUSOS INOX LACOR;1YV;MAFERGA, S.A.;2;11,2
1YX;VAINILLA CRISTAL 500GR.;1YX;DISLEDO MOS S.L.;3;22,7
1YZ;PAN DE LECHE 480GR.;1YZ;MERCASH SAR, S. L.;11;1,17
1Z0;GALLETAS OREO 1/440GR;1Z0;MERCASH SAR, S. L.;4;2,32
1Z1;VINO MAR DE FRADES BLANCO 75CL;1Z1;MERCASH SAR, S. L.;6;11,85
1Z4;SAL PASTILLAS SACO 25 KILOS;1Z4;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;2;30
1Z5;JABON LA TOJA 2X125GR.;1Z5;PONTEVICUS, S. L.;1;1,19
1Z6;MARGARINA ARTUA 1/250GR;1Z6;MERCASH SAR, S. L.;8;1,19
1Z7;TOMATE FRITO BRICK 350GR;1Z7;MERCASH SAR, S. L.;124;0,66
1Z7;TOMATE FRITO BRICK 350GR;1Z7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;312;0,37
1Z7;TOMATE FRITO BRICK 350GR;1Z7;PONTEVICUS, S. L.;288;0,34
01Z;ZUMO BI-FRUTAS TROPIC.18/200ML;01Z;CASH GALICIA, S. L.;1;4,5
1ZC;ZUMO PI¥A-UVA-MANZANA 6X20CL;1ZC;PONTEVICUS, S. L.;24;0,62
1ZE;BAYETA VILEDA AMARILLA 2+1;1ZE;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;11;0,9
1ZG;GRAPA ALUMINIO 2.5x18mm C/500;1ZG;ENA-EFCT.NAVALES del ATLANTICO SL;60;7,5
1ZH;CAJON MONTADO 3F EXTERIOR/HORI;1ZH;ENTREPOT NAVAL, S. L.;1;206,82
1ZJ;BOLSA CAMISETA 48x70 R/120und;1ZJ;PONTEVICUS, S. L.;1;10,8
1ZL;MANTEQUILLA C/SAL 1/250GR;1ZL;MERCASH SAR, S. L.;168;2,25
1ZL;MANTEQUILLA C/SAL 1/250GR;1ZL;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;1;2,29
1ZL;MANTEQUILLA C/SAL 1/250GR;1ZL;PONTEVICUS, S. L.;48;2,21
1ZL;MANTEQUILLA C/SAL 1/250GR;1ZL;DIMERCA-DISTRIB. MERA Y CARMES S.L.;28;2,06
1ZN;RELOJ PARED;1ZN;HIPER ASIA-GUO ZOHONG ZHENG S.L.;2;7,95
1ZR;TE VERDE C/25Sob.;1ZR;PONTEVICUS, S. L.;90;0,55
1ZS;TILA C/25Sob.;1ZS;PONTEVICUS, S. L.;26;0,55
1ZT;HUEVO GRANEL C/30 DOCENAS;1ZT;LAGO, AVES, HUEVOS Y CAZA, S. A.;2;49,5
1ZU;MOUSSE CHOCOLATE MILKA 1/215g;1ZU;MERCASH SAR, S. L.;1;2,56
1ZW;BOTA SEGURIDAD PANTER NUM.42;1ZW;MAFERGA, S.A.;2;16,85
1ZX;GRAPA COBRE 2.5x16 C/1000und;1ZX;PASAXE Suministros Navales, S. L.;49;55,19
1ZZ;AGUA BEZOYA S/GAS 6/1.5LT;1ZZ;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;20;3,18
002;ACEITE GIRASOL GARRAFA (3/5LT);002;MERCASH SAR, S. L.;2;13,44
002;ACEITE GIRASOL GARRAFA (3/5LT);002;ACEITES ABRIL, S.L.;148;18,35
002;ACEITE GIRASOL GARRAFA (3/5LT);002;VARIOS;27;13,8
2A7;BEBIDA COCO S/AZUCAR BRICK 1LT;2A7;PONTEVICUS, S. L.;48;1,88
2AA;MARGARINA TULIPAN 1/400GR;2AA;MERCASH SAR, S. L.;40;2,49
2AA;MARGARINA TULIPAN 1/400GR;2AA;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;24;2,39
2AA;MARGARINA TULIPAN 1/400GR;2AA;PONTEVICUS, S. L.;33;2,4
2AB;HUEVOS ESTUCHADOS "L" DOCENA;2AB;LAGO, AVES, HUEVOS Y CAZA, S. A.;180;1,96
2AB;HUEVOS ESTUCHADOS "L" DOCENA;2AB;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;22;1,93
2AB;HUEVOS ESTUCHADOS "L" DOCENA;2AB;PONTEVICUS, S. L.;90;1,75
2AC;MANGUERA-AIR LONG 20BAR-D.10;2AC;SUMINISTROS PORRI¥O S.L.U.;20;2,12
2AI;CUERDA P.E. VERDE 2mm/100mt;2AI;PAMPILLON CORDELERIAS, S.L.;5;7,1
2AJ;SALSA SRIRACHA 215ML;2AJ;PONTEVICUS, S. L.;30;3,23
2AR;RAMAL POLY.TRZD C/GAZ 50mm/25m;2AR;PAMPILLON CORDELERIAS, S.L.;4;232
2AS;AROMA LIMON VAHINE FCO. 18ML;2AS;MERCASH SAR, S. L.;3;1,64
2AV;DETERGENTE LIQ. MARSELLA 46LAV;2AV;PONTEVICUS, S. L.;29;2,29
2AW;DETERGENTE LIQ. MARSELLA 27LAV;2AW;PONTEVICUS, S. L.;5;1,78
2AY;DETERGENTE DIXAN 37 CDO.;2AY;MERCASH SAR, S. L.;12;4,63
2B2;BATIDO CACAO FEIRACO 3/200ML;2B2;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;24;0,79
2B5;LECHE EN POLVO DESNAT.1/600GR.;2B5;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;38;5,35
2B5;LECHE EN POLVO DESNAT.1/600GR.;2B5;PONTEVICUS, S. L.;12;5,5
2B6;MANZANILLA C/ANIS C/20SOB.;2B6;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;3;0,47
2B7;GRAPA NIQUEL 2.5x18 C/500;2B7;ENA-EFCT.NAVALES del ATLANTICO SL;6;22
2B8;FUNDAS NAVALES CON OJALES;2B8;TEXAPI S.L.;1;495
2BB;BOTA SEGURIDAD N§42;2BB;MAFERGA, S.A.;1;16,68
2BD;BOTA SEGURIDAD ESPECIAL N§43;2BD;FERNANDO ESCOLA, C.B.;3;22,65
2BE;BOTA SEGURIDAD ESPECIAL N§44;2BE;FERNANDO ESCOLA, C.B.;6;24,5
2BH;PEREJIL HOJA B.I.;2BH;PRODUCTOS JAUJA,S.A.;20;2,05
2BK;TOMATE GRANEL;2BK;PONTEVICUS, S. L.;1;1,75
2BK;TOMATE GRANEL;2BK;FRUTAS NIEVES, S.L.;2;2,25
2BK;TOMATE GRANEL;2BK;FRUTAS SOL VIGO S.L.U.;1;1,5
2BM;CEREALES CHOCAPIC PTE. 375GR;2BM;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;20;1,99
2BN;CHILE ROJO;2BN;FRUTAS NIEVES, S.L.;7;2,4
2BN;CHILE ROJO;2BN;FRUTAS SOL VIGO S.L.U.;3;32
2BO;TANZA 0.90 CELESTE-PT 1/1000mt;2BO;CADILHE & SANTOS LDA;35;5,6
2BP;TANZA 1.00 AZUL-PT 1/500mt;2BP;CADILHE & SANTOS LDA;55;5,6
2br;CADENA ROJA/BLANCA PLASTICA;2br;ELMAR FROZEN FOOD SLU;10;2,98
2BU;YOGUR S/LAC. KAIKU FRAMB P-4ud;2BU;MERCASH SAR, S. L.;2;1,95
2BV;YOGUR S/LAC. KAIKU FRESA P-6ud;2BV;MERCASH SAR, S. L.;2;1,85
2BW;YOGUR S/LAC. LARSA VAIN. 125GR;2BW;MERCASH SAR, S. L.;20;0,35
2C3;ESPINACAS FRESCAS;2C3;FRUTAS NIEVES, S.L.;5;1,2
2C8;MERMELADA NARANJA FCO. 410GR;2C8;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;12;1,29
2C9;REGLA OFICINA 40CM;2C9;NEXO EQUIPAMIENTO MODULAR OFICINAS;3;0,97
02C;PLANCHA BIZCOCHO 57x37 C/8U;02C;COM. REYVI DE PANAD. Y PASTEL.,S.L.;2;22,8
2CC;ZUMO NARANJA MINI BRIK 6/200ML;2CC;PONTEVICUS, S. L.;15;0,98
2CD;ZUMO MANZANA MINI BRIK 6/200ML;2CD;PONTEVICUS, S. L.;10;0,99
2CF;SALCHICHAS FRANK.POLLO 1/170GR;2CF;CAMPOFRIO FOOD GROUP S.A.U;264;0,48
2CG;SALCHICHAS FRANK.POLLO 24X170G;2CG;CAMPOFRIO FOOD GROUP S.A.U;2;11,25
2CH;GRAPA ALUMINIO 2.5x18 C/1000Un;2CH;ENA-EFCT.NAVALES del ATLANTICO SL;35;16,29
2CI;ESTACHA P.STEEL TRNZ 50mm/100m;2CI;PAMPILLON CORDELERIAS, S.L.;1;3,6
2CN;GIRATORIOS INOX 3S C/200UND.;2CN;PASAXE Suministros Navales, S. L.;1;58
2CQ;CARAMELO SOLANO;2CQ;CASH GALICIA, S. L.;2;10,95
2CR;PALILLOS PLANOS C/500und;2CR;MERCASH SAR, S. L.;2;0,46
2CS;OLLA MULTIFUNCION 35CM;2CS;MAFERGA, S.A.;1;32,5
2D2;POTA S ARRASTRE ENTERA BOLSA/P;2D2;GRUPO PROFAND, S. L.;124;2,45
2D3;COLCHA PARA CAMA 140x220cm;2D3;FERNANDO ESCOLA, C.B.;30;14
2D8;TARTA HELADA WHISKY 1LT;2D8;MERCASH SAR, S. L.;12;2,28
02D;SALCHICHA JUMBO PAVO 350GR 14U;02D;CAMPOFRIO FOOD GROUP S.A.U;40;20,64
2DA;FILM TRANSPARENTE COCINA-30mt;2DA;PONTEVICUS, S. L.;33;0,38
2DD;MOSTAZA HEINZ 1/220ML.;2DD;MERCASH SAR, S. L.;3;1,17
2DE;SALSA SOJA DULCE 1/500GR;2DE;LA TIENDA LATINA-JOSE A.QUIROZ GIRB;20;3,15
2DF;MOSQUETON INOX VIROLA 08x80mm;2DF;SUM.PQ.ACUICOLAS SL-QUINTAS&QUINTAS;10;2,34
2DO;AGUA FONTECELTA C/GAS 6/500ML;2DO;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;2;1,98
2DP;CONO HELADO CORNETTO CAJA;2DP;CARREFOUR VIGO;2;4,27
2DQ;LAUREL HOJA BOTE IND.;2DQ;PRODUCTOS JAUJA,S.A.;8;1,75
2DT;SOJA VERDE ECOLOG. 500GR;2DT;ALCAMPO, S.A.;13;2,78
2DW;TE VERDE SABOR LIMON C/20 sob.;2DW;PONTEVICUS, S. L.;10;0,99
2DX;VINO RIOJA PATERNINA 75CL;2DX;PONTEVICUS, S. L.;6;2,9
2E2;CINTA TRANSPORTADORA 800mm.MT.;2E2;GESTRUCK, S.L.;49;20
2E3;FILETE DE MERLUZA S/PIEL;2E3;ELMAR FROZEN FOOD SLU;2;4,9
2E4;LENTEJA FCO.570GR.;2E4;MERCASH SAR, S. L.;12;0,91
2E6;BOTA AGUA LIGERA C/PUNT.T.43;2E6;FERNANDO ESCOLA, C.B.;12;20,5
2E7;BOTA AGUA LIGERA C/PUNT.T.44;2E7;MAFERGA, S.A.;2;12,75
2E8;GRAPA COBRE 1.5x10 C/2000 Und;2E8;ENA-EFCT.NAVALES del ATLANTICO SL;5;41
2EA;PILA ALK. CONSTANT LR20 und;2EA;DURACELL SPAIN, S. L. U.;200;0,8
2EB;GRAPA COBRE 4.8x16mm C/500;2EB;ENA-EFCT.NAVALES del ATLANTICO SL;4;52,5
2EC;GRAPA NIQUEL 1.5x16 C/2000Und;2EC;ENA-EFCT.NAVALES del ATLANTICO SL;10;76
2EE;CINTA ADH.A/RESIST.19X1.5MM.;2EE;FERRETERIA PLAZA, S. L.;2;6,04
2EH;SALSA CHURRASCO 1/175GR.;2EH;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;5;1,35
2EH;SALSA CHURRASCO 1/175GR.;2EH;PONTEVICUS, S. L.;2;1,6
2EI;CURCUMA MOLIDA Salsero;2EI;PONTEVICUS, S. L.;18;0,75
2EL;OREGANO MOLIDO B.I.;2EL;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;1;1,95
2EO;MOSTAZA BOTE 1700GR;2EO;MERCASH SAR, S. L.;10;3,49
2EP;AJO GRANULADO BOTE INDUSTRIAL;2EP;MERCASH SAR, S. L.;19;5,65
2ER;MACARRON TRANSP.2.5x5/100mts;2ER;NEO GROUP INTEC SL;49;16,2
2ES;POTA SS ARRASTRE SACO PLASTICO;2ES;NORES MARIN COMERCIAL, S. L.;165;2,8
2ET;LAVAVAJILLAS FLOTA 1/750ml.;2ET;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;228;0,69
2EV;GRAPA ALUMINIO 2.6X18mm.C/1000;2EV;ENA-EFCT.NAVALES del ATLANTICO SL;50;15
2F7;GIRATORIO INOX GANC.COST. 18MM;2F7;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;5;22
02F;VINO RIOJA BERONIA CZA. 6/75CL;02F;TOMAS FERNANDEZ,S.L.-DISTRIBUCIONES;19;15,97
02F;VINO RIOJA BERONIA CZA. 6/75CL;02F;MERCASH SAR, S. L.;9;28,14
2FB;PUNTA GALVANIZ. C/PL 22x120kgs;2FB;FERNANDEZ Y COMESAÑA, S. L.;1;6,19
2FH;GUANTES GOMA BLANCOS PAR;2FH;MERPIVI COMERCIAL  S.L.;12;1,3
2FI;QUESO RALLADO HILOS SEMI 110GR;2FI;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;26;0,97
2FK;AROMA DE VAINILLA 150ML.;2FK;PONTEVICUS, S. L.;6;3,25
2FL;CEPILLO ALAMBRE SIN MANGO;2FL;MAFERGA, S.A.;2;2,13
2FM;DETERGENTE LAGARTO EN ESCAMAS;2FM;CARREFOUR VIGO;4;2,39
2FV;MOUSSE YOGHOURT  KILO;2FV;CALDOS DEL NORTE, S.L.;30;3,9
2FW;ALBAHACA SALSERO;2FW;PRODUCTOS JAUJA,S.A.;6;0,41
2FX;CEBOLLA MOLIDA SALSERO;2FX;PRODUCTOS JAUJA,S.A.;6;0,41
2FZ;ARROZ GRANO LARGO 10KG.;2FZ;B&S FOODSERVICE B.V.;1;0,79
2G1;POTA S ARRASTRE CAJA GRANDE;2G1;GRUPO PROFAND, S. L.;18;2,5
2G6;GALLETAS PRINCIPE 8X300GR.;2G6;PONTEVICUS, S. L.;10;34
2G7;ANZUELO 9/0 TORCIDO GALVANI KR;2G7;ENA-EFCT.NAVALES del ATLANTICO SL;173;18
2G8;HARINA ARROZ S/GLUTEN 1/500GR;2G8;MERCASH SAR, S. L.;28;0,91
2GB;TOMILLO HOJA B.I.;2GB;PRODUCTOS JAUJA,S.A.;2;2,06
2GD;ANZUELO INOX 10/0 REDONDO 100U;2GD;ENA-EFCT.NAVALES del ATLANTICO SL;148;44
2GE;JUDIA VERDE PLANA 10/1KG;2GE;ELMAR FROZEN FOOD SLU;2;1,37
2GF;PARRILLA VERD. BRASEADO 4/2.5K;2GF;ELMAR FROZEN FOOD SLU;2;2,25
2GI;JARRA MUG CERAMICA 33CL;2GI;FERRETERIA PLAZA, S. L.;12;1,31
2GJ;DETERGENTE LIQUIDO 54CDO;2GJ;MERCASH SAR, S. L.;15;2,19
2GL;CARGADOR BATERIA AUTOMATICO;2GL;VIACUMAR, S. L.;1;163,53
2GM;BATERIA POWER PRO 12V 185AH;2GM;VIACUMAR, S. L.;44;229,68
2GP;REGALIZ 75GR;2GP;MERCASH SAR, S. L.;5;0,93
2GS;NUBES SURTIDO BOLSA 150GR;2GS;PONTEVICUS, S. L.;5;0,82
2GV;PIMENTON DULCE DE LA VERA 75GR;2GV;MERCASH SAR, S. L.;3;1,25
2GW;TE HORNIMANS C/100 sobres;2GW;MERCASH SAR, S. L.;1;3,59
2GX;LAUREL HOJA 40GR.;2GX;PRODUCTOS JAUJA,S.A.;5;1,37
2GY;ESTACHA 50MT C/POLYST.40mmGAZA;2GY;PAMPILLON CORDELERIAS, S.L.;6;222,67
2H0;BASES PIZZA COCINERA 4U 520GR;2H0;MERCASH SAR, S. L.;3;2,83
2H1;YOGUR S/LACTOSA P-4und KAIKU;2H1;MERCASH SAR, S. L.;13;1,8
2H2;YOGUR S/LACTOSA P-4und;2H2;MERCASH SAR, S. L.;3;1,23
2H3;YOGUR S/LACTOSA P-4und ACTIVIA;2H3;MERCASH SAR, S. L.;9;2,36
2H4;POTA S POTERO ARG S/PLASTICO;2H4;EDUARDO VIEIRA S. A.;75;2,75
2H5;POTA SS POTERO ARG S/PLASTICO;2H5;EDUARDO VIEIRA S. A.;58;2,7
2H6;ARROZ BASMATI KILO;2H6;MERCASH SAR, S. L.;10;2
2H7;PAN PITA 6und 1/375GR;2H7;MERCASH SAR, S. L.;300;1,79
02H;RODAMIENTOS;02H;SUMINISTROS PORRI¥O S.L.U.;118;8,28
02H;RODAMIENTOS;02H;SUNOBA-SUMNISTROS INDUSTRIALES S.L.;4;6
2HA;TOMATE FRITO BRICK P-3X390GR.;2HA;MERCASH SAR, S. L.;144;0,89
2HC;POTA S ARRASTRE S/AZUL-PORRI¥O;2HC;ARGAFISH S.L.;127;2,8
2HD;POTA COLOR ROSA C/50;2HD;ENA-EFCT.NAVALES del ATLANTICO SL;22;49,5
2HE;POTA CHOCOLATE 30cm. C/50Und.;2HE;ENA-EFCT.NAVALES del ATLANTICO SL;55;49,5
2HF;POTA BICOLOR 30cm.C/50Und.;2HF;ENA-EFCT.NAVALES del ATLANTICO SL;24;49,5
2HG;CUBO PLASTICO REDONDO 13LT.;2HG;DARLIM-DIST. ARTICULOS LIMPIEZA SL;28;1,48
2HH;SACARINA NATREEN GRANO 90 SOBR;2HH;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;2;2,85
2HI;GUINDILLA-CAYENA RAMA 1/300GR.;2HI;PRODUCTOS JAUJA,S.A.;12;4,07
2HJ;CAFE CAPSULA L'OR ESPRES.C/10U;2HJ;MERCASH SAR, S. L.;10;3,25
2HJ;CAFE CAPSULA L'OR ESPRES.C/10U;2HJ;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;20;3,09
2HL;SALSA SOJA WE-WONG LITRO;2HL;MERCASH SAR, S. L.;4;5,41
2HN;PEGAMENTO COLA UNIVERSAL 20ML;2HN;MAFERGA, S.A.;2;1,3
2HO;BAYETA BALLERINA AMARILLA P-3u;2HO;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;1;1,03
2HS;ZUMO NARANJA S/AZUCAR 2LT;2HS;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;6;2,09
2HV;BOLSA BASURA DOMEST.55X60 R/30;2HV;PONTEVICUS, S. L.;72;1,33
2HW;CARBON SACO 15KG;2HW;MERCASH SAR, S. L.;1;13,49
2I0;CHAIRA COCINA ARCOS REF.278510;2I0;ARCOS HERMANOS, S.A.;24;11,6
2I2;TAZA - MUG PORCELANA 10CM;2I2;MERCASH SAR, S. L.;3;3,99
2I6;CINTA AMERICANA COLOR 50mmx25m;2I6;MAFERGA, S.A.;3;4,15
02I;ATALAZADORA- MAQUINA TALADRO;02I;EGALSA-ENVASES DE GALICIA, S. A.;1;22,91
2IS;HELADO VAINILLA BLOQUE 1/LITRO;2IS;MERCASH SAR, S. L.;17;0,86
02J;ACEITE RUBIA TI7400 15W40 208L;02J;PETROCABLE S.L.;2;587,63
02K;CAJA CARTON 800x600x600 PEQ;02K;EMBARBOX - EMBALAJES ARMANDO, S. L.;47;7
02L;PATATAS RUFFLE JAMON 1/312GR;02L;MERCASH SAR, S. L.;14;1,89
02M;AJO GRANULADO 6/50GRS;02M;DISTRIBUCIONES LORRI C.B.;1;3,3
02M;AJO GRANULADO 6/50GRS;02M;PRODUCTOS JAUJA,S.A.;6;2,1
02O;SAL LAVAVAJILLAS 1/2KG;02O;PONTEVICUS, S. L.;3;0,54
02P;ACEITUNA C/H 1/100gr;02P;MERCASH SAR, S. L.;17;0,35
02P;ACEITUNA C/H 1/100gr;02P;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;137;0,33
02Q;MUELA GRAPAD INOX AM VERTICAL;02Q;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;36,45
02R;GUANTES MAPA ULTRANI VERDE T/9;02R;MAPA SPONTEX IBERICA, S. A.;4524;0,98
02S;GUANTES JUBA 5111 T/10;02S;ENTREPOT NAVAL, S. L.;1;3
02T;GUANTES MAPA INDUSTRIAL T/10;02T;SELA SAFETY S.L.;65;1,09
02U;GUANTE TELBLUE 35141 MAPA T/9;02U;SELA SAFETY S.L.;98;2,71
02V;BOMBAY SAPHIRE 47§ 1/70CL;02V;PONTEVICUS, S. L.;6;14,83
02W;MUELA GRAPADORA "A" 4.20mm;02W;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;14;24,88
02X;CHAQUETON FRIO PANOPLY T/XXL;02X;MERPIVI COMERCIAL  S.L.;1;38
02Y;CAFE BONKA MOLIDO MEZCLA 250GR;02Y;MERCASH SAR, S. L.;24;1,95
02Y;CAFE BONKA MOLIDO MEZCLA 250GR;02Y;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;52;1,28
02Y;CAFE BONKA MOLIDO MEZCLA 250GR;02Y;PONTEVICUS, S. L.;40;1,95
02Z;CUERDA P.E. GRIS 20mm/200mt;02Z;PAMPILLON CORDELERIAS, S.L.;115;2,85
03B;GRAPA COBRE 3-3.5x16 C/1000und;03B;PASAXE Suministros Navales, S. L.;2;70
03D;PALETINA TRIPLE ECONOMICA 12;03D;FERRETERIA PLAZA, S. L.;6;0,4
03E;GELATINA FRESA 1/170gr;03E;CALDOS DEL NORTE, S.L.;38;0,63
03F;GIRATORIO INOX HORQ-HORQ 8mm;03F;EURORED VIGO, S. L.;3;4,44
03G;CEREALES CORN FLAKES 14/500GRS;03G;PONTEVICUS, S. L.;7;27,86
03H;BLOC DE NOTAS;03H;NEXO EQUIPAMIENTO MODULAR OFICINAS;6;0,96
03I;PINCEL REDONDO ECON.22-8;03I;FERRETERIA PLAZA, S. L.;4;0,27
3IS;HELADO NATA BLOQUE 1/LITRO;3IS;MERCASH SAR, S. L.;10;1,03
03K;BANANAS FRESCOS;03K;FRUTAS NIEVES, S.L.;2;1,2
03L;ALTAVOZ ORDENADOR;03L;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;2;20
03M;CUERDA NYLON 16MM./100MT.;03M;PAMPILLON CORDELERIAS, S.L.;1;5,25
03N;FLEJE ADHES.VERDE 132x48 1R;03N;PASAXE Suministros Navales, S. L.;36;1,5
03O;MOSQUETON T/BOMB VIOLA 120;03O;EFECNOR - EFECTOS NAVALES NOROESTE;3;5,92
03P;Z***FILETE ANCHOA P/3X43GR;03P;PONTEVICUS, S. L.;35;1,11
03R;GUANTES MAPA ULTRANI VERD T/10;03R;MAPA SPONTEX IBERICA, S. A.;300;0,98
03R;GUANTES MAPA ULTRANI VERD T/10;03R;SELA SAFETY S.L.;100;1,06
03R;GUANTES MAPA ULTRANI VERD T/10;03R;ENTREPOT NAVAL, S. L.;14;1,05
03S;GUANTES DUO-MIX R405319 T/9;03S;SELA SAFETY S.L.;88;0,94
03U;GUANTE TELBLUE 35141 MAPA T/10;03U;SELA SAFETY S.L.;2;2,69
03v;SOLOMILLO CERDO FRESCO;03v;V.R.FABRICA DE EMBUTIDOS S.L.;1;5,75
03X;CHAQUETON FRIO PANOPLY T/L;03X;MERPIVI COMERCIAL  S.L.;7;39
03Z;CUERDA P.E. GRIS 20mm/200mt;03Z;PAMPILLON CORDELERIAS, S.L.;1;2,85
04A;PURE PATATAS MAGGI 16/230GR;04A;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;4;20,8
04C;PASTA SOPA PI¥ONES 1/500GRS;04C;EXCLUSIVAS ALIMENTACION PALAZON S.L;45;0,66
04E;GELATINA NARANJA 1/170gr;04E;CALDOS DEL NORTE, S.L.;28;0,63
04G;FOIE-GRAS 1/200GRS;04G;DIMERCA-DISTRIB. MERA Y CARMES S.L.;1;6,15
04H;CUERDA POLY-STEEL 16mm/50mt;04H;PAMPILLON CORDELERIAS, S.L.;1;2,85
04I;PINCEL ACUARELA N§1-6;04I;FERRETERIA PLAZA, S. L.;4;0,66
04L;ARO SALVAVIDAS HOMOLOGADO;04L;VIGO-COAST, S.L.;2;25,95
04M;ARROZ VAPORIZADO 1/KG;04M;ARROZUA S.C. AND;16;1,11
04O;MOSQUETON WICHARD 120 C/OJO;04O;EFECNOR - EFECTOS NAVALES NOROESTE;5;25,66
04Q;PAPEL COCINA BOBINA MECHA 150M;04Q;PONTEVICUS, S. L.;12;2,33
04Q;PAPEL COCINA BOBINA MECHA 150M;04Q;FERRETERIA PLAZA, S. L.;4;2,43
04S;GUANTES MAPA HARPON 321.31 T/8;04S;SELA SAFETY S.L.;100;3
04T;GUANTES MAPA INDUSTRIAL T/9;04T;SELA SAFETY S.L.;4;1,25
04U;GUANTE TELBLUE 35141 MAPA T/9;04U;SELA SAFETY S.L.;84;2,69
04X;CHAQUETON FRIO PANOPLY T/XL;04X;MERPIVI COMERCIAL  S.L.;3;34
04Y;CARTUCHO IMPRESORA NEGRO 304XL;04Y;CARLIN VENEZUELA S.L.;2;21,74
04Y;CARTUCHO IMPRESORA NEGRO 304XL;04Y;VENEZUELAPAPER SL;2;26,2
04Z;SOPA MAGGI HOGARE¥A 1/78GR.;04Z;PONTEVICUS, S. L.;98;0,55
005;WHISKY J&B 15 YEARS 1/700cl;005;MERCASH SAR, S. L.;43;18,69
005;WHISKY J&B 15 YEARS 1/700cl;005;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;60;14,59
05C;GALLETAS MARIA FONTANEDA 1/800;05C;MERCASH SAR, S. L.;12;1,8
05C;GALLETAS MARIA FONTANEDA 1/800;05C;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;54;1,5
05C;GALLETAS MARIA FONTANEDA 1/800;05C;PONTEVICUS, S. L.;27;1,75
05D;OLLA INOX 40 LACOR 30.8LT;05D;FERRETERIA PLAZA, S. L.;2;94,42
05D;OLLA INOX 40 LACOR 30.8LT;05D;MAFERGA, S.A.;1;83
05G;GIRATORIO SBL N§4 C/100;05G;A POUTADA, S. L.;1490;0,32
05H;CAMISA DE TRABAJO;05H;FERNANDO ESCOLA, C.B.;1;6,9
05I;PINCEL N§18;05I;CEPILLOS MARI¥O, S. L.;12;0,66
05J;PA¥O COCINA ESTAMPADO ECO;05J;FERNANDO ESCOLA, C.B.;12;0,58
05K;AGUJAS LATA 125GR.;05K;MERCASH SAR, S. L.;24;1,29
05L;LUZ EESL BLANCA C/50UND.;05L;EESL- ELECTRONICA EUTIMIO,SL;1;145
05M;NUGGETS POLLO CONG;05M;ELMAR FROZEN FOOD SLU;3;2,1
05N;FLEJE ADHES.AMARILLO 132x48 1R;05N;PASAXE Suministros Navales, S. L.;36;1,5
